TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	97/10/31
TIME	20:07:40
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-550, Rev. 1.00
RESOLUTION	
DELTAX	0.5
XUNITS	SEC
YUNITS	ABSORBANCE
FIRSTX	0.0000
LASTX	400.0000
NPOINTS	801
FIRSTY	0.00006
MAXY	0.98614
MINY	-0.00002
XYDATA
0.0000	6E-05
0.5000	1E-05
1.0000	-2E-05
1.5000	8E-05
2.0000	1.2E-04
2.5000	1.3E-04
3.0000	8E-05
3.5000	1.4E-04
4.0000	2E-04
4.5000	1.6E-04
5.0000	1.5E-04
5.5000	1.4E-04
6.0000	9E-05
6.5000	1.6E-04
7.0000	2.2E-04
7.5000	1.9E-04
8.0000	1.9E-04
8.5000	1.4E-04
9.0000	1.5E-04
9.5000	2E-04
10.0000	2.9E-04
10.5000	3.6E-04
11.0000	0.01764
11.5000	0.05707
12.0000	0.10673
12.5000	0.15381
13.0000	0.19522
13.5000	0.23676
14.0000	0.27592
14.5000	0.31076
15.0000	0.34615
15.5000	0.37953
16.0000	0.40906
16.5000	0.43902
17.0000	0.46594
17.5000	0.49333
18.0000	0.51965
18.5000	0.5431
19.0000	0.56645
19.5000	0.58845
20.0000	0.60861
20.5000	0.62919
21.0000	0.64782
21.5000	0.66452
22.0000	0.68255
22.5000	0.6996
23.0000	0.71498
23.5000	0.73066
24.0000	0.74383
24.5000	0.75723
25.0000	0.76999
25.5000	0.78201
26.0000	0.79452
26.5000	0.80609
27.0000	0.81607
27.5000	0.82621
28.0000	0.83642
28.5000	0.84583
29.0000	0.85514
29.5000	0.8639
30.0000	0.87179
30.5000	0.88026
31.0000	0.88781
31.5000	0.89473
32.0000	0.90118
32.5000	0.90795
33.0000	0.91511
33.5000	0.9215
34.0000	0.927
34.5000	0.93243
35.0000	0.93765
35.5000	0.94292
36.0000	0.94789
36.5000	0.95274
37.0000	0.95758
37.5000	0.96208
38.0000	0.96605
38.5000	0.97026
39.0000	0.97402
39.5000	0.97775
40.0000	0.98151
40.5000	0.98444
41.0000	0.98614
41.5000	0.98046
42.0000	0.96671
42.5000	0.95275
43.0000	0.93721
43.5000	0.92156
44.0000	0.90704
44.5000	0.8916
45.0000	0.8773
45.5000	0.8628
46.0000	0.84831
46.5000	0.83464
47.0000	0.82079
47.5000	0.8072
48.0000	0.7946
48.5000	0.78132
49.0000	0.76875
49.5000	0.75703
50.0000	0.74455
50.5000	0.73246
51.0000	0.7212
51.5000	0.7094
52.0000	0.69867
52.5000	0.68747
53.0000	0.67663
53.5000	0.66642
54.0000	0.65562
54.5000	0.64525
55.0000	0.63585
55.5000	0.62587
56.0000	0.61601
56.5000	0.60715
57.0000	0.59777
57.5000	0.58848
58.0000	0.57991
58.5000	0.57094
59.0000	0.56284
59.5000	0.55421
60.0000	0.54588
60.5000	0.53815
61.0000	0.5299
61.5000	0.52193
62.0000	0.51477
62.5000	0.50722
63.0000	0.49975
63.5000	0.49299
64.0000	0.48575
64.5000	0.4787
65.0000	0.4724
65.5000	0.46564
66.0000	0.4594
66.5000	0.45287
67.0000	0.44641
67.5000	0.44045
68.0000	0.43446
68.5000	0.42837
69.0000	0.42269
69.5000	0.41691
70.0000	0.41136
70.5000	0.40611
71.0000	0.40062
71.5000	0.39536
72.0000	0.39047
72.5000	0.38536
73.0000	0.38051
73.5000	0.37546
74.0000	0.37059
74.5000	0.36611
75.0000	0.36151
75.5000	0.35694
76.0000	0.35258
76.5000	0.34805
77.0000	0.34375
77.5000	0.33977
78.0000	0.33561
78.5000	0.33149
79.0000	0.32783
79.5000	0.32404
80.0000	0.3204
80.5000	0.31648
81.0000	0.31286
81.5000	0.30959
82.0000	0.3059
82.5000	0.30243
83.0000	0.29919
83.5000	0.29585
84.0000	0.29253
84.5000	0.28945
85.0000	0.28629
85.5000	0.28316
86.0000	0.28045
86.5000	0.2775
87.0000	0.27451
87.5000	0.27181
88.0000	0.26886
88.5000	0.26608
89.0000	0.26341
89.5000	0.2607
90.0000	0.25823
90.5000	0.25578
91.0000	0.2533
91.5000	0.25097
92.0000	0.24847
