TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	97/10/31
TIME	20:40:34
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-550, Rev. 1.00
RESOLUTION	
DELTAX	0.5
XUNITS	SEC
YUNITS	ABSORBANCE
FIRSTX	0.0000
LASTX	400.0000
NPOINTS	801
FIRSTY	-0.00002
MAXY	0.64564
MINY	-0.00002
XYDATA
0.0000	-2E-05
0.5000	0
1.0000	1.1E-04
1.5000	1.2E-04
2.0000	1.2E-04
2.5000	1.4E-04
3.0000	1E-05
3.5000	-1E-05
4.0000	1.8E-04
4.5000	1.8E-04
5.0000	9E-05
5.5000	1.7E-04
6.0000	8E-05
6.5000	5E-05
7.0000	1.5E-04
7.5000	9E-05
8.0000	1E-05
8.5000	8E-05
9.0000	1.7E-04
9.5000	1.1E-04
10.0000	8E-05
10.5000	1.1E-04
11.0000	1.2E-04
11.5000	8E-05
12.0000	4E-05
12.5000	1.5E-04
13.0000	1.9E-04
13.5000	1.2E-04
14.0000	5E-05
14.5000	7E-05
15.0000	9E-05
15.5000	9E-05
16.0000	1.1E-04
16.5000	1.1E-04
17.0000	1.3E-04
17.5000	1.8E-04
18.0000	1.5E-04
18.5000	9E-05
19.0000	1.4E-04
19.5000	1.4E-04
20.0000	3E-05
20.5000	-2E-05
21.0000	0.01507
21.5000	0.05126
22.0000	0.09849
22.5000	0.14205
23.0000	0.17914
23.5000	0.21515
24.0000	0.24843
24.5000	0.27737
25.0000	0.3055
25.5000	0.3313
26.0000	0.35378
26.5000	0.37539
27.0000	0.39359
27.5000	0.41154
28.0000	0.42838
28.5000	0.44369
29.0000	0.45852
29.5000	0.47181
30.0000	0.48327
30.5000	0.49491
31.0000	0.50564
31.5000	0.51486
32.0000	0.52433
32.5000	0.53318
33.0000	0.54091
33.5000	0.54807
34.0000	0.55437
34.5000	0.56035
35.0000	0.56637
35.5000	0.57133
36.0000	0.57633
36.5000	0.58114
37.0000	0.58551
37.5000	0.59021
38.0000	0.59436
38.5000	0.59789
39.0000	0.60126
39.5000	0.60441
40.0000	0.60731
40.5000	0.61026
41.0000	0.61314
41.5000	0.61565
42.0000	0.61798
42.5000	0.6202
43.0000	0.62218
43.5000	0.62443
44.0000	0.6267
44.5000	0.62831
45.0000	0.63003
45.5000	0.63215
46.0000	0.63385
46.5000	0.63516
47.0000	0.63685
47.5000	0.63845
48.0000	0.63989
48.5000	0.64112
49.0000	0.64248
49.5000	0.6439
50.0000	0.64504
50.5000	0.64564
51.0000	0.63619
51.5000	0.61302
52.0000	0.58721
52.5000	0.56377
53.0000	0.53996
53.5000	0.51735
54.0000	0.49725
54.5000	0.47689
55.0000	0.45739
55.5000	0.44005
56.0000	0.42256
56.5000	0.40582
57.0000	0.39087
57.5000	0.37585
58.0000	0.36161
58.5000	0.34884
59.0000	0.33592
59.5000	0.32433
60.0000	0.31256
60.5000	0.30155
61.0000	0.29172
61.5000	0.28173
62.0000	0.27222
62.5000	0.26375
63.0000	0.25518
63.5000	0.24709
64.0000	0.23986
64.5000	0.23246
65.0000	0.22544
65.5000	0.21923
66.0000	0.21295
66.5000	0.20694
67.0000	0.20166
67.5000	0.19614
68.0000	0.19123
68.5000	0.18638
69.0000	0.18185
69.5000	0.17778
70.0000	0.17356
70.5000	0.16964
71.0000	0.16609
71.5000	0.16243
72.0000	0.15896
72.5000	0.15589
73.0000	0.15286
73.5000	0.15003
74.0000	0.1473
74.5000	0.14463
75.0000	0.14222
75.5000	0.14001
76.0000	0.13771
76.5000	0.13554
77.0000	0.13347
77.5000	0.1317
78.0000	0.13001
78.5000	0.12829
79.0000	0.12672
79.5000	0.12526
80.0000	0.12371
80.5000	0.12222
81.0000	0.12092
81.5000	0.11955
82.0000	0.11833
82.5000	0.1172
83.0000	0.11609
83.5000	0.11502
84.0000	0.11404
84.5000	0.11325
85.0000	0.11255
85.5000	0.11168
86.0000	0.11072
86.5000	0.10989
87.0000	0.10921
87.5000	0.10861
88.0000	0.10808
88.5000	0.10738
89.0000	0.1067
89.5000	0.10624
90.0000	0.10583
90.5000	0.10533
91.0000	0.10477
