TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	97/10/31
TIME	21:08:31
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-550, Rev. 1.00
RESOLUTION	
DELTAX	0.5
XUNITS	SEC
YUNITS	ABSORBANCE
FIRSTX	0.0000
LASTX	400.0000
NPOINTS	801
FIRSTY	-0.00002
MAXY	0.68453
MINY	-0.00009
XYDATA
0.0000	-2E-05
0.5000	-6E-05
1.0000	-9E-05
1.5000	1E-05
2.0000	5E-05
2.5000	-5E-05
3.0000	-1E-05
3.5000	-4E-05
4.0000	-2E-05
4.5000	6E-05
5.0000	-7E-05
5.5000	0
6.0000	9E-05
6.5000	-6E-05
7.0000	-9E-05
7.5000	-1E-05
8.0000	-4E-05
8.5000	-4E-05
9.0000	-5E-05
9.5000	-8E-05
10.0000	1E-05
10.5000	0.00308
11.0000	0.0273
11.5000	0.06968
12.0000	0.11578
12.5000	0.1579
13.0000	0.19351
13.5000	0.2284
14.0000	0.26035
14.5000	0.28792
15.0000	0.31504
15.5000	0.33817
16.0000	0.36058
16.5000	0.38128
17.0000	0.3996
17.5000	0.41737
18.0000	0.43373
18.5000	0.44826
19.0000	0.46274
19.5000	0.47534
20.0000	0.48629
20.5000	0.49765
21.0000	0.50831
21.5000	0.51724
22.0000	0.52591
22.5000	0.53381
23.0000	0.54183
23.5000	0.54879
24.0000	0.55486
24.5000	0.56136
25.0000	0.56724
25.5000	0.57206
26.0000	0.57683
26.5000	0.58204
27.0000	0.58619
27.5000	0.59003
28.0000	0.59435
28.5000	0.59802
29.0000	0.60111
29.5000	0.60424
30.0000	0.60727
30.5000	0.60993
31.0000	0.61253
31.5000	0.61557
32.0000	0.61813
32.5000	0.61978
33.0000	0.6215
33.5000	0.6239
34.0000	0.62605
34.5000	0.62798
35.0000	0.62973
35.5000	0.63109
36.0000	0.63283
36.5000	0.63503
37.0000	0.63633
37.5000	0.63738
38.0000	0.63915
38.5000	0.64024
39.0000	0.64099
39.5000	0.64219
40.0000	0.6434
40.5000	0.64457
41.0000	0.64588
41.5000	0.64727
42.0000	0.64834
42.5000	0.64905
43.0000	0.65029
43.5000	0.65134
44.0000	0.65192
44.5000	0.65241
45.0000	0.65337
45.5000	0.65409
46.0000	0.65467
46.5000	0.65555
47.0000	0.65636
47.5000	0.65698
48.0000	0.65738
48.5000	0.65809
49.0000	0.65891
49.5000	0.65944
50.0000	0.66018
50.5000	0.66067
51.0000	0.66123
51.5000	0.66182
52.0000	0.66242
52.5000	0.66324
53.0000	0.66367
53.5000	0.66439
54.0000	0.66493
54.5000	0.66502
55.0000	0.66553
55.5000	0.66647
56.0000	0.66683
56.5000	0.66681
57.0000	0.66729
57.5000	0.66777
58.0000	0.66793
58.5000	0.66835
59.0000	0.66899
59.5000	0.66944
60.0000	0.67008
60.5000	0.67046
61.0000	0.67076
61.5000	0.67138
62.0000	0.67146
62.5000	0.67182
63.0000	0.67188
63.5000	0.67198
64.0000	0.673
64.5000	0.67348
65.0000	0.67336
65.5000	0.67347
66.0000	0.67408
66.5000	0.67444
67.0000	0.67439
67.5000	0.6743
68.0000	0.67446
68.5000	0.67518
69.0000	0.67528
69.5000	0.67531
70.0000	0.6758
70.5000	0.67609
71.0000	0.67633
71.5000	0.67654
72.0000	0.67673
72.5000	0.67701
73.0000	0.67716
73.5000	0.67739
74.0000	0.67777
74.5000	0.67793
75.0000	0.67779
75.5000	0.67792
76.0000	0.67864
76.5000	0.67901
77.0000	0.67872
77.5000	0.67843
78.0000	0.67859
78.5000	0.67946
79.0000	0.67974
79.5000	0.67932
80.0000	0.67995
80.5000	0.68023
81.0000	0.68017
81.5000	0.68037
82.0000	0.68032
82.5000	0.68006
83.0000	0.67987
83.5000	0.68049
84.0000	0.68096
84.5000	0.68086
85.0000	0.6812
85.5000	0.6813
86.0000	0.68132
86.5000	0.68159
87.0000	0.68173
87.5000	0.68163
88.0000	0.68193
88.5000	0.68193
89.0000	0.68191
89.5000	0.68235
90.0000	0.68229
90.5000	0.68225
91.0000	0.68272
91.5000	0.68264
92.0000	0.68228
92.5000	0.68247
93.0000	0.68261
