TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	97/10/31
TIME	19:30:50
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-550, Rev. 1.00
RESOLUTION	
DELTAX	0.5
XUNITS	SEC
YUNITS	ABSORBANCE
FIRSTX	0.0000
LASTX	400.0000
NPOINTS	801
FIRSTY	0.00005
MAXY	0.36032
MINY	-0.00005
XYDATA
0.0000	5E-05
0.5000	5E-05
1.0000	-5E-05
1.5000	1E-05
2.0000	1.6E-04
2.5000	7E-05
3.0000	0
3.5000	4E-05
4.0000	6E-05
4.5000	7E-05
5.0000	1.1E-04
5.5000	6E-05
6.0000	-5E-05
6.5000	0
7.0000	5E-05
7.5000	3E-05
8.0000	1.1E-04
8.5000	1.8E-04
9.0000	8E-05
9.5000	2E-05
10.0000	6E-05
10.5000	5E-05
11.0000	0.00876
11.5000	0.04026
12.0000	0.08368
12.5000	0.11853
13.0000	0.15018
13.5000	0.17701
14.0000	0.19831
14.5000	0.21777
15.0000	0.23463
15.5000	0.24805
16.0000	0.26008
16.5000	0.26979
17.0000	0.27865
17.5000	0.28685
18.0000	0.29338
18.5000	0.29916
19.0000	0.30455
19.5000	0.30926
20.0000	0.31343
20.5000	0.31671
21.0000	0.31969
21.5000	0.32254
22.0000	0.3252
22.5000	0.32749
23.0000	0.32962
23.5000	0.33125
24.0000	0.33303
24.5000	0.33485
25.0000	0.33629
25.5000	0.33786
26.0000	0.33945
26.5000	0.34052
27.0000	0.34166
27.5000	0.34282
28.0000	0.34371
28.5000	0.34464
29.0000	0.34521
29.5000	0.3459
30.0000	0.34712
30.5000	0.34809
31.0000	0.34891
31.5000	0.34987
32.0000	0.35053
32.5000	0.35111
33.0000	0.35164
33.5000	0.35238
34.0000	0.35328
34.5000	0.35378
35.0000	0.35409
35.5000	0.35482
36.0000	0.35533
36.5000	0.35593
37.0000	0.35677
37.5000	0.357
38.0000	0.35739
38.5000	0.35808
39.0000	0.35844
39.5000	0.35904
40.0000	0.35974
40.5000	0.36032
41.0000	0.35523
41.5000	0.33257
42.0000	0.30208
42.5000	0.27271
43.0000	0.24846
43.5000	0.22562
44.0000	0.20543
44.5000	0.18893
45.0000	0.17327
45.5000	0.15953
46.0000	0.1483
46.5000	0.13756
47.0000	0.12808
47.5000	0.12021
48.0000	0.11288
48.5000	0.10694
49.0000	0.10128
49.5000	0.09624
50.0000	0.09204
50.5000	0.08821
51.0000	0.08479
51.5000	0.08203
52.0000	0.07952
52.5000	0.07714
53.0000	0.07513
53.5000	0.07333
54.0000	0.07181
54.5000	0.07055
55.0000	0.06939
55.5000	0.0683
56.0000	0.0674
56.5000	0.06656
57.0000	0.06576
57.5000	0.06506
58.0000	0.06448
58.5000	0.06406
59.0000	0.0636
59.5000	0.0631
60.0000	0.06284
60.5000	0.06258
61.0000	0.06233
61.5000	0.06203
62.0000	0.06189
62.5000	0.0617
63.0000	0.06151
63.5000	0.0614
64.0000	0.06122
64.5000	0.06114
65.0000	0.06105
65.5000	0.06095
66.0000	0.0609
66.5000	0.06077
67.0000	0.06065
67.5000	0.06056
68.0000	0.06055
68.5000	0.06038
69.0000	0.06032
69.5000	0.06038
70.0000	0.06041
70.5000	0.06038
71.0000	0.06039
71.5000	0.06037
72.0000	0.06031
72.5000	0.06027
73.0000	0.0602
73.5000	0.0602
74.0000	0.06021
74.5000	0.06008
75.0000	0.06011
75.5000	0.06006
76.0000	0.06007
76.5000	0.06018
77.0000	0.06012
77.5000	0.06004
78.0000	0.06004
78.5000	0.0601
79.0000	0.06014
79.5000	0.06004
80.0000	0.05998
80.5000	0.06005
81.0000	0.06012
81.5000	0.06005
82.0000	0.05996
82.5000	0.06002
83.0000	0.06012
83.5000	0.06007
84.0000	0.06007
84.5000	0.06018
85.0000	0.05997
85.5000	0.05993
86.0000	0.06008
86.5000	0.06002
87.0000	0.05995
87.5000	0.06001
88.0000	0.06005
88.5000	0.06011
89.0000	0.06014
89.5000	0.06011
90.0000	0.06004
90.5000	0.05998
91.0000	0.06002
91.5000	0.06
92.0000	0.05996
92.5000	0.05995
93.0000	0.06002
93.5000	0.06002
