TITLE	
DATA TYPE	
ORIGIN	JASCO
OWNER	
DATE	97/10/31
TIME	22:01:40
SPECTROMETER/DATA SYSTEM	JASCO Corp., V-550, Rev. 1.00
RESOLUTION	
DELTAX	0.5
XUNITS	SEC
YUNITS	ABSORBANCE
FIRSTX	0.0000
LASTX	400.0000
NPOINTS	801
FIRSTY	-0.00008
MAXY	1.16558
MINY	-0.00038
XYDATA
0.0000	-8E-05
0.5000	-6E-05
1.0000	-1E-05
1.5000	2E-05
2.0000	-2E-05
2.5000	-2.1E-04
3.0000	-3.3E-04
3.5000	-3.1E-04
4.0000	-1.4E-04
4.5000	-1.7E-04
5.0000	-2.8E-04
5.5000	-1.8E-04
6.0000	-8E-05
6.5000	-2.1E-04
7.0000	-3.3E-04
7.5000	-1.4E-04
8.0000	-1.1E-04
8.5000	-2.4E-04
9.0000	-2.9E-04
9.5000	-3.8E-04
10.0000	-3.3E-04
10.5000	0.00994
11.0000	0.07891
11.5000	0.21868
12.0000	0.35046
12.5000	0.45441
13.0000	0.54876
13.5000	0.62321
14.0000	0.69212
14.5000	0.75213
15.0000	0.80097
15.5000	0.84455
16.0000	0.8821
16.5000	0.91277
17.0000	0.94249
17.5000	0.96792
18.0000	0.9881
18.5000	1.00842
19.0000	1.02627
19.5000	1.03986
20.0000	1.05142
20.5000	1.06254
21.0000	1.07201
21.5000	1.08094
22.0000	1.08923
22.5000	1.09754
23.0000	1.10438
23.5000	1.10863
24.0000	1.11266
24.5000	1.1165
25.0000	1.12014
25.5000	1.1241
26.0000	1.12768
26.5000	1.1307
27.0000	1.13372
27.5000	1.13588
28.0000	1.13729
28.5000	1.13961
29.0000	1.14141
29.5000	1.14273
30.0000	1.14422
30.5000	1.14601
31.0000	1.14759
31.5000	1.1484
32.0000	1.14979
32.5000	1.15165
33.0000	1.1534
33.5000	1.15454
34.0000	1.15436
34.5000	1.1537
35.0000	1.15408
35.5000	1.15487
36.0000	1.15523
36.5000	1.15572
37.0000	1.15686
37.5000	1.15822
38.0000	1.15888
38.5000	1.15842
39.0000	1.15831
39.5000	1.15921
40.0000	1.16067
40.5000	1.16054
41.0000	1.16558
41.5000	1.14634
42.0000	1.10261
42.5000	1.05878
43.0000	1.0168
43.5000	0.97953
44.0000	0.94145
44.5000	0.90508
45.0000	0.87277
45.5000	0.84026
46.0000	0.80963
46.5000	0.78205
47.0000	0.75404
47.5000	0.72778
48.0000	0.70423
48.5000	0.68041
49.0000	0.65919
49.5000	0.63766
50.0000	0.61746
50.5000	0.59942
51.0000	0.58079
51.5000	0.56334
52.0000	0.54789
52.5000	0.53218
53.0000	0.51722
53.5000	0.50382
54.0000	0.49044
54.5000	0.47769
55.0000	0.46634
55.5000	0.45483
56.0000	0.44389
56.5000	0.43411
57.0000	0.42439
57.5000	0.41509
58.0000	0.40666
58.5000	0.39827
59.0000	0.39063
59.5000	0.38303
60.0000	0.37591
60.5000	0.36943
61.0000	0.36296
61.5000	0.3567
62.0000	0.35107
62.5000	0.34552
63.0000	0.3403
63.5000	0.33573
64.0000	0.33096
64.5000	0.3262
65.0000	0.32207
65.5000	0.31809
66.0000	0.31423
66.5000	0.31078
67.0000	0.30719
67.5000	0.30404
68.0000	0.30081
68.5000	0.29791
69.0000	0.29545
69.5000	0.29266
70.0000	0.2899
70.5000	0.28762
71.0000	0.28551
71.5000	0.28337
72.0000	0.2814
72.5000	0.27937
73.0000	0.27743
73.5000	0.27581
74.0000	0.274
74.5000	0.27234
75.0000	0.27098
75.5000	0.26962
76.0000	0.26829
76.5000	0.26703
77.0000	0.26577
77.5000	0.26471
78.0000	0.26352
78.5000	0.26234
79.0000	0.26146
79.5000	0.26047
80.0000	0.25952
80.5000	0.25878
81.0000	0.25794
81.5000	0.25712
82.0000	0.25645
82.5000	0.25584
83.0000	0.25512
83.5000	0.25446
84.0000	0.2539
84.5000	0.25343
85.0000	0.25284
85.5000	0.25231
86.0000	0.25188
86.5000	0.25134
87.0000	0.25085
87.5000	0.2504
88.0000	0.25001
88.5000	0.24957
89.0000	0.24916
89.5000	0.24886
90.0000	0.24856
90.5000	0.2483
91.0000	0.24803
